StartDate,EndDate,Status_x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID,Submission id,Participant id,Status_y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Religious affiliation,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1/15/2025 20:38,1/15/2025 20:42,IP Address,27.59.18.35,100,285,TRUE,1/15/2025 20:42,R_4pQgjgiC4N3slJ3,,,,,12.9634,77.5855,anonymous,ZH-T,66c7871970c1e655862826d6,somewhat believe,graduate school (postgraduate),Once a few months,Yes,very likely to decrease,definitely decrease,very likely to decrease,definitely decrease,may decrease,remain the same,very likely to increase,very likely to increase,remain the same,may increase,very likely to decrease,may increase,may increase,very likely to increase,definitely decrease,definitely decrease,66c7871970c1e655862826d6,678862f441532b4b30a4051b,66c7871970c1e655862826d6,AWAITING REVIEW,Not Applicable,2025-01-16T01:37:56.151000Z,2025-01-16T01:43:41.323000Z,,2025-01-16T01:43:41.969666Z,346,NOCODE,39,English,Hinduism,Yes. Both public and private,22,Female,Asian,India,India,India,English,Yes,Part-Time
1/16/2025 0:25,1/16/2025 0:27,IP Address,174.88.202.117,100,146,TRUE,1/16/2025 0:27,R_7jahPTE06EVw9yx,,,,,43.7034,-79.3072,anonymous,ZH-T,647d4a3b8da7fe896d25ab3e,strongly believe,undergraduate (college/University),Daily or more,Yes,may decrease,remain the same,may decrease,may decrease,may decrease,remain the same,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,remain the same,remain the same,definitely increase,may decrease,very likely to increase,647d4a3b8da7fe896d25ab3e,67889830eccd9d65d8fd0917,647d4a3b8da7fe896d25ab3e,AWAITING REVIEW,Not Applicable,2025-01-16T05:25:10.995000Z,2025-01-16T05:27:55.275000Z,,2025-01-16T05:27:55.772707Z,165,NOCODE,156,"English, Tamil",Hinduism,Yes. Both public and private,22,Female,Asian,Canada,Canada,Sri Lanka,English,No,Full-Time
1/16/2025 0:38,1/16/2025 0:43,IP Address,49.186.198.236,100,283,TRUE,1/16/2025 0:43,R_4scdtxR3ncqLT4B,,,,,-33.7777,151.0117,anonymous,ZH-T,673db73a32c674d7ab5bc4f7,somewhat believe,graduate school (postgraduate),Once a month,Yes,very likely to decrease,remain the same,may decrease,remain the same,may decrease,may decrease,may increase,remain the same,may increase,very likely to increase,may increase,very likely to increase,very likely to increase,may increase,may decrease,stay the same,673db73a32c674d7ab5bc4f7,67889b5749f55de703ae8dea,673db73a32c674d7ab5bc4f7,AWAITING REVIEW,Not Applicable,2025-01-16T05:38:38.222000Z,2025-01-16T05:44:14.932000Z,,2025-01-16T05:44:15.562634Z,337,NOCODE,26,"English, Hindi, Telugu",Hinduism,Yes. Both public and private,30,Male,Asian,India,Australia,India,English,No,Unemployed (and job seeking)
1/16/2025 0:53,1/16/2025 0:54,IP Address,23.241.153.254,100,73,TRUE,1/16/2025 0:54,R_7nkOtNTJAaoANW5,,,,,33.9075,-117.7866,anonymous,ZH-T,65af23dfcbfd19b26dc0bdcf,unsure,high school,Once a month,Yes,remain the same,may decrease,remain the same,may decrease,remain the same,remain the same,remain the same,remain the same,remain the same,may decrease,remain the same,remain the same,very likely to increase,may increase,may decrease,stay the same,65af23dfcbfd19b26dc0bdcf,67889ec617e991e659a5708d,65af23dfcbfd19b26dc0bdcf,TIMED-OUT,Not Applicable,2025-01-16T05:53:17.568000Z,,,,857419,,386,"English, Gujarati, Spanish",DATA_EXPIRED,Yes. Both public and private,20,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
1/16/2025 0:54,1/16/2025 0:54,IP Address,23.241.153.254,5,2,FALSE,1/23/2025 0:55,R_3wmoZap5ioYhXu5,,,,,33.9075,-117.7866,anonymous,ZH-T,65af23dfcbfd19b26dc0bdcf,,,,,,,,,,,,,,,,,,,,,65af23dfcbfd19b26dc0bdcf,67889ec617e991e659a5708d,65af23dfcbfd19b26dc0bdcf,TIMED-OUT,Not Applicable,2025-01-16T05:53:17.568000Z,,,,857419,,386,"English, Gujarati, Spanish",DATA_EXPIRED,Yes. Both public and private,20,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
1/16/2025 1:30,1/16/2025 1:36,IP Address,78.86.163.78,100,341,TRUE,1/16/2025 1:36,R_2f7lWt4zuGA5UWB,,,,,52.547,-1.9396,anonymous,ZH-T,663247c48bd29b47b69dc25d,unsure,undergraduate (college/University),2-3 times a year,Yes,may decrease,may decrease,may decrease,very likely to decrease,very likely to decrease,very likely to decrease,very likely to increase,definitely increase,may increase,very likely to increase,may increase,very likely to increase,remain the same,may increase,very likely to decrease,may increase,663247c48bd29b47b69dc25d,6788a777fa309b6d42e7bbff,663247c48bd29b47b69dc25d,AWAITING REVIEW,Not Applicable,2025-01-16T06:30:20.747000Z,2025-01-16T06:36:32.583000Z,,2025-01-16T06:36:33.073209Z,372,NOCODE,547,English,Hinduism,Yes. Both public and private,52,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1/16/2025 1:32,1/16/2025 1:37,IP Address,117.250.64.129,100,292,TRUE,1/16/2025 1:37,R_4e5ntpNbj1FWrY5,,,,,20.2706,85.8334,anonymous,ZH-T,664d889d6a6b13e2ef37a487,somewhat believe,high school,Once a month,Yes,very likely to decrease,may decrease,very likely to decrease,remain the same,may decrease,may decrease,remain the same,may increase,remain the same,remain the same,may increase,may increase,may increase,remain the same,remain the same,very likely to increase,664d889d6a6b13e2ef37a487,6788a7e96cb1eb3e8e143ba8,664d889d6a6b13e2ef37a487,AWAITING REVIEW,Not Applicable,2025-01-16T06:32:21.295000Z,2025-01-16T06:40:00.096000Z,,2025-01-16T06:40:00.893453Z,459,NOCODE,38,"Telugu, English",Hinduism,Yes. Both public and private,20,Male,Other,India,India,India,Telugu,Yes,Unemployed (and job seeking)
1/16/2025 1:37,1/16/2025 1:39,IP Address,117.250.64.129,100,122,TRUE,1/16/2025 1:39,R_4RVUspYePJihhb9,,,,,20.2706,85.8334,anonymous,ZH-T,664d889d6a6b13e2ef37a487,somewhat believe,high school,Once a month,Yes,may decrease,may decrease,very likely to decrease,very likely to decrease,very likely to decrease,may decrease,remain the same,remain the same,may increase,remain the same,may increase,remain the same,may increase,remain the same,very likely to decrease,may decrease,664d889d6a6b13e2ef37a487,6788a7e96cb1eb3e8e143ba8,664d889d6a6b13e2ef37a487,AWAITING REVIEW,Not Applicable,2025-01-16T06:32:21.295000Z,2025-01-16T06:40:00.096000Z,,2025-01-16T06:40:00.893453Z,459,NOCODE,38,"Telugu, English",Hinduism,Yes. Both public and private,20,Male,Other,India,India,India,Telugu,Yes,Unemployed (and job seeking)
1/16/2025 6:58,1/16/2025 7:02,IP Address,102.213.135.132,100,220,TRUE,1/16/2025 7:02,R_81MzcvU3LqvrG5R,,,,,-26.0977,27.768,anonymous,ZH-T,652be31ff0efc5d3e32685e1,strongly disbelieve,undergraduate (college/University),Daily or more,Yes,may decrease,remain the same,may decrease,definitely increase,very likely to decrease,definitely decrease,,,will definitely increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,definitely increase,remain the same,definitely increase,652be31ff0efc5d3e32685e1,6788f479500dd71c4acf7e5f,652be31ff0efc5d3e32685e1,TIMED-OUT,Not Applicable,2025-01-16T11:58:49.255000Z,,,,835488,,29,English,Hinduism,Yes. Both public and private,20,Female,Black,South Africa,South Africa,South Africa,English,Yes,Due to start a new job within the next month
1/16/2025 8:12,1/16/2025 8:15,IP Address,152.59.82.102,100,190,TRUE,1/16/2025 8:15,R_47NyXuaGpXj24r5,,,,,30.9146,75.8543,anonymous,ZH-T,65f34f0494b39b43de29885d,strongly believe,undergraduate (college/University),Daily or more,Yes,may increase,very likely to increase,may decrease,remain the same,remain the same,remain the same,definitely increase,very likely to increase,very likely to increase,remain the same,very likely to increase,may increase,very likely to increase,very likely to increase,may decrease,may decrease,65f34f0494b39b43de29885d,678905a797a992774b976ed2,65f34f0494b39b43de29885d,AWAITING REVIEW,Not Applicable,2025-01-16T13:12:07.507000Z,2025-01-16T13:20:07.884000Z,,2025-01-16T13:20:08.890431Z,481,NOCODE,25,English,Hinduism,Yes. Both public and private,37,Male,Asian,India,India,India,English,No,Full-Time
1/16/2025 8:28,1/16/2025 8:32,IP Address,87.213.107.85,100,212,TRUE,1/16/2025 8:32,R_8MclznUXjowZIRb,,,,,51.8927,4.5012,anonymous,ZH-T,631f3efc421b62ec482fdcb8,strongly believe,graduate school (postgraduate),Once a month,Yes,remain the same,may increase,remain the same,may increase,remain the same,may increase,very likely to increase,very likely to increase,very likely to increase,may increase,very likely to increase,very likely to increase,may increase,may increase,remain the same,may increase,631f3efc421b62ec482fdcb8,6789097ae8d3aee9a72b9171,631f3efc421b62ec482fdcb8,AWAITING REVIEW,Not Applicable,2025-01-16T13:28:26.268000Z,2025-01-16T13:32:51.167000Z,,2025-01-16T13:32:53.208767Z,265,NOCODE,13,"Telugu, Other, English, Hindi",Hinduism,Yes. Both public and private,27,Female,Asian,India,Netherlands,India,English,No,Full-Time
1/16/2025 13:47,1/16/2025 13:49,IP Address,159.178.251.58,100,124,TRUE,1/16/2025 13:49,R_5yZTw1BHsIvFRW9,,,,,29.6138,-82.386,anonymous,ZH-T,5f6fe97d8641835be70202bd,unsure,undergraduate (college/University),2-3 times a year,Yes,very likely to decrease,very likely to decrease,may decrease,may decrease,very likely to decrease,very likely to decrease,definitely increase,definitely increase,may increase,definitely increase,may increase,remain the same,remain the same,remain the same,very likely to decrease,definitely decrease,5f6fe97d8641835be70202bd,67895448805678cdf3e70d7f,5f6fe97d8641835be70202bd,AWAITING REVIEW,Not Applicable,2025-01-16T18:47:42.003000Z,2025-01-16T18:50:09.331000Z,,2025-01-16T18:50:10.053594Z,148,NOCODE,288,English,Hinduism,Yes. Both public and private,22,Female,Asian,United States,United States,United States,English,Yes,Full-Time
1/16/2025 15:18,1/16/2025 15:19,IP Address,108.54.215.89,100,57,TRUE,1/16/2025 15:19,R_7tunRm3c8G6F2Fz,,,,,40.7681,-73.8291,anonymous,ZH-T,6786b7d4ca3e75e900edb6a5,somewhat believe,high school,Once a week,Yes,may increase,may increase,very likely to decrease,very likely to increase,very likely to increase,may increase,very likely to increase,very likely to increase,may decrease,remain the same,very likely to increase,remain the same,may decrease,may decrease,very likely to increase,may decrease,6786b7d4ca3e75e900edb6a5,678969a644e4fa655a0b744e,6786b7d4ca3e75e900edb6a5,AWAITING REVIEW,Not Applicable,2025-01-16T20:18:51.864000Z,2025-01-16T20:21:16.497000Z,,2025-01-16T20:21:16.975850Z,145,NOCODE,7,"Italian, English",Hinduism,Yes. Both public and private,19,Female,White,United States,United States,Cuba,English,Yes,Part-Time
1/16/2025 15:20,1/16/2025 15:21,IP Address,108.54.215.89,100,46,TRUE,1/16/2025 15:21,R_3nqGA1bsZ0pnNbx,,,,,40.7681,-73.8291,anonymous,ZH-T,6786b7d4ca3e75e900edb6a5,unsure,vocational/technical school,2-3 times a year,Yes,may decrease,very likely to increase,definitely increase,remain the same,very likely to increase,remain the same,very likely to increase,very likely to increase,will definitely increase,definitely increase,very likely to increase,remain the same,definitely increase,very likely to increase,may increase,stay the same,6786b7d4ca3e75e900edb6a5,678969a644e4fa655a0b744e,6786b7d4ca3e75e900edb6a5,AWAITING REVIEW,Not Applicable,2025-01-16T20:18:51.864000Z,2025-01-16T20:21:16.497000Z,,2025-01-16T20:21:16.975850Z,145,NOCODE,7,"Italian, English",Hinduism,Yes. Both public and private,19,Female,White,United States,United States,Cuba,English,Yes,Part-Time
1/16/2025 15:46,1/16/2025 15:49,IP Address,173.68.12.75,100,172,TRUE,1/16/2025 15:49,R_5mBBNL14JgcpyjT,,,,,40.7033,-73.8038,anonymous,ZH-T,65bd4414d11cc16a2fbc5026,somewhat believe,undergraduate (college/University),Once a week,Yes,remain the same,remain the same,may decrease,may decrease,may decrease,remain the same,very likely to increase,very likely to increase,may increase,very likely to increase,remain the same,may increase,may increase,may increase,may decrease,may increase,65bd4414d11cc16a2fbc5026,67897032d2a5e4eb73bf9b10,65bd4414d11cc16a2fbc5026,AWAITING REVIEW,Not Applicable,2025-01-16T20:46:46.662000Z,2025-01-16T20:49:54.599000Z,,2025-01-16T20:49:55.825119Z,188,NOCODE,62,English,Hinduism,Yes. Both public and private,22,Female,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking)
1/16/2025 16:32,1/16/2025 16:35,IP Address,67.80.129.181,100,191,TRUE,1/16/2025 16:35,R_3s77rFpDj2m52bg,,,,,40.4551,-74.4871,anonymous,ZH-T,600f8adf1b55c51920d91aa7,somewhat believe,undergraduate (college/University),Once a month,Yes,remain the same,may increase,may decrease,may increase,remain the same,may increase,very likely to increase,very likely to increase,very likely to increase,may increase,very likely to increase,may increase,may increase,very likely to increase,may decrease,may decrease,600f8adf1b55c51920d91aa7,67897af1da75f8b73f06dd45,600f8adf1b55c51920d91aa7,AWAITING REVIEW,Not Applicable,2025-01-16T21:32:37.204000Z,2025-01-16T21:37:17.768000Z,,2025-01-16T21:37:18.779369Z,281,NOCODE,3,"English, Tamil",Hinduism,Yes. Both public and private,18,Male,Asian,India,United States,India,English,Yes,Unemployed (and job seeking)
1/16/2025 16:36,1/16/2025 16:37,IP Address,67.80.129.181,100,56,TRUE,1/16/2025 16:37,R_32gnJNEaGQyIf8L,,,,,40.4551,-74.4871,anonymous,ZH-T,600f8adf1b55c51920d91aa7,somewhat believe,undergraduate (college/University),Once a month,Yes,may decrease,may increase,may decrease,may increase,may decrease,may decrease,may increase,very likely to increase,may increase,may increase,may increase,may increase,may increase,may increase,very likely to decrease,very likely to decrease,600f8adf1b55c51920d91aa7,67897af1da75f8b73f06dd45,600f8adf1b55c51920d91aa7,AWAITING REVIEW,Not Applicable,2025-01-16T21:32:37.204000Z,2025-01-16T21:37:17.768000Z,,2025-01-16T21:37:18.779369Z,281,NOCODE,3,"English, Tamil",Hinduism,Yes. Both public and private,18,Male,Asian,India,United States,India,English,Yes,Unemployed (and job seeking)
1/16/2025 19:31,1/16/2025 19:36,IP Address,148.252.147.185,100,325,TRUE,1/16/2025 19:36,R_8QEVv76xkoWWNuV,,,,,51.4964,-0.1224,anonymous,ZH-T,673f8b0d3dd0d3cc8ca0fe32,somewhat disbelieve,undergraduate (college/University),Once a few months,Yes,may decrease,may decrease,very likely to decrease,very likely to decrease,definitely decrease,definitely decrease,may increase,may increase,may increase,may increase,may increase,may increase,remain the same,remain the same,definitely decrease,may decrease,673f8b0d3dd0d3cc8ca0fe32,6789a4c12c3a43b86619f35b,673f8b0d3dd0d3cc8ca0fe32,TIMED-OUT,Not Applicable,2025-01-17T00:31:06.867000Z,,,,790350,,18,English,Hinduism,Yes. Both public and private,32,Male,Asian,Nepal,United Kingdom,Nepal,Nepali,Yes,Part-Time
1/16/2025 19:35,1/16/2025 19:39,IP Address,70.49.2.203,100,241,TRUE,1/16/2025 19:39,R_1xAj5nArTfQNaSZ,,,,,43.7522,-79.3294,anonymous,ZH-T,5ef68aac3083cd173cffd7e5,somewhat believe,graduate school (postgraduate),Daily or more,Yes,may decrease,may decrease,may decrease,may decrease,may decrease,may decrease,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may decrease,may decrease,5ef68aac3083cd173cffd7e5,6789a5a72c070d2a45e6fc1e,5ef68aac3083cd173cffd7e5,AWAITING REVIEW,Not Applicable,2025-01-17T00:34:57.737000Z,2025-01-17T00:39:15.418000Z,,2025-01-17T00:39:16.087873Z,258,https://umac.au1.qualtrics.com/jfe/form/SV_aXf94j1tph8sjJ4?PROLIFIC_PID=5ef68aac3083cd173cffd7e5&amp;STUDY_ID=67874afa352c3a61a16dba7b&amp;SESSION_ID=6789a5a72c070d2a45e6fc1e,1440,"English, Hindi",Hinduism,Yes. Both public and private,36,Female,Asian,United States,United States,United States,Hindi,No,Full-Time
1/16/2025 22:51,1/16/2025 22:55,IP Address,174.225.68.210,100,252,TRUE,1/16/2025 22:55,R_3gMlwFfglr3y3QZ,,,,,28.5177,-81.4508,anonymous,ZH-T,6722b6b9cb69415ce7f4c688,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,remain the same,remain the same,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,may increase,definitely increase,remain the same,definitely increase,6722b6b9cb69415ce7f4c688,6789d2cd730c7af29c18ae46,6722b6b9cb69415ce7f4c688,AWAITING REVIEW,Not Applicable,2025-01-17T03:47:32.423000Z,2025-01-17T03:55:38.505000Z,,2025-01-17T03:55:38.935858Z,487,NOCODE,130,"English, Hindi, Italian, Spanish",Hinduism,Yes. Both public and private,41,Male,White,Spain,United States,United States,Spanish,No,Part-Time
1/16/2025 23:24,1/16/2025 23:29,IP Address,162.237.129.45,100,298,TRUE,1/16/2025 23:29,R_14M1bGeEb20xz2h,,,,,33.1494,-96.828,anonymous,ZH-T,65b47d16038457e2b9d9fc88,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,remain the same,may decrease,remain the same,may decrease,may decrease,very likely to increase,very likely to increase,may increase,may increase,very likely to increase,very likely to increase,remain the same,remain the same,remain the same,stay the same,65b47d16038457e2b9d9fc88,6789db61f6397d1ddc6d239a,65b47d16038457e2b9d9fc88,AWAITING REVIEW,Not Applicable,2025-01-17T04:24:08.413000Z,2025-01-17T04:30:27.165000Z,,2025-01-17T04:30:28.092430Z,379,NOCODE,63,"English, Hindi",Hinduism,Yes. Both public and private,51,Male,Asian,India,United States,India,Hindi,No,Full-Time
1/17/2025 1:00,1/17/2025 1:04,IP Address,108.147.93.109,100,244,TRUE,1/17/2025 1:04,R_3QRB08JZurzzJSv,,,,,37.6313,-122.0975,anonymous,ZH-T,668e4b4bb335eb98933ea665,somewhat believe,undergraduate (college/University),Once a week,Yes,definitely increase,remain the same,remain the same,may increase,remain the same,very likely to increase,very likely to increase,may increase,very likely to increase,may increase,very likely to increase,may increase,very likely to increase,may increase,remain the same,may increase,668e4b4bb335eb98933ea665,6789f1e6ac22620d5723a422,668e4b4bb335eb98933ea665,AWAITING REVIEW,Not Applicable,2025-01-17T06:00:12.533000Z,2025-01-17T06:05:04.094000Z,,2025-01-17T06:05:04.747934Z,292,NOCODE,204,"Hindi, English",Hinduism,Yes. Both public and private,47,Female,Asian,India,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
1/17/2025 2:32,1/17/2025 2:37,IP Address,117.96.53.234,100,335,TRUE,1/17/2025 2:37,R_4qKImA0yNmAc3eW,,,,,26.1885,91.7392,anonymous,ZH-T,66cec305165d52b18aab0b62,somewhat believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,may decrease,remain the same,may decrease,remain the same,very likely to increase,very likely to increase,very likely to increase,very likely to increase,definitely increase,definitely increase,definitely increase,remain the same,very likely to decrease,may decrease,66cec305165d52b18aab0b62,678a07678a3360391e6250b9,66cec305165d52b18aab0b62,AWAITING REVIEW,Not Applicable,2025-01-17T07:32:03.149000Z,2025-01-17T07:38:05.853000Z,,2025-01-17T07:38:06.670335Z,363,NOCODE,27,"English, Hindi, Other",Hinduism,Yes. Both public and private,33,Female,Asian,India,India,India,English,No,Part-Time
