,Submission id,Participant id,Status_x,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Religious affiliation,Fluent languages,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,StartDate,EndDate,Status_y,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID
134,67c80524e7e6a17457ebca56,6668584f45a133047775500c,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:10.570000Z,2025-03-05T08:13:45.575000Z,,2025-03-05T08:13:46.379646Z,636.0,NOCODE,151,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,26,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:03:16,2025-03-05 03:13:03,IP Address,41.114.92.155,100,587,True,2025-03-05 03:13:04,R_2phXWfP9wLsxp9b,,,,,-29,24,anonymous,ZH-T,6668584f45a133047775500c,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,very likely to increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,remain the same,may decrease,6668584f45a133047775500c
135,67c805252e9c981f2a8ec540,677efdf52754abccaef67240,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:45.431000Z,2025-03-05T08:11:36.636000Z,,2025-03-05T08:11:37.641444Z,532.0,NOCODE,85,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English, German, French",Yes. Both public and private,33,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:05:24,2025-03-05 03:11:13,IP Address,41.150.225.90,100,349,True,2025-03-05 03:11:14,R_2YrnbMXkpKioOd6,,,,,-26.2309,28.0583,anonymous,ZH-T,677efdf52754abccaef67240,strongly believe,undergraduate (college/University),Once a week,Yes,may decrease,very likely to increase,remain the same,remain the same,remain the same,remain the same,definitely increase,definitely increase,very likely to increase,very likely to increase,definitely increase,definitely increase,definitely increase,may increase,remain the same,stay the same,677efdf52754abccaef67240
136,67c80525e4e702e56bd7ce32,676ebaad6048bcbcceae908b,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:03.590000Z,2025-03-05T08:13:25.841000Z,,2025-03-05T08:13:26.678556Z,563.0,NOCODE,13,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,25,Male,Black,Kenya,United Kingdom,United Kingdom,English,Yes,Full-Time,2025-03-05 03:04:14,2025-03-05 03:12:34,IP Address,91.200.252.85,100,499,True,2025-03-05 03:12:34,R_2HY13TBQ2txGYx3,,,,,53.4809,-2.2374,anonymous,ZH-T,676ebaad6048bcbcceae908b,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,definitely increase,very likely to increase,definitely increase,very likely to increase,remain the same,very likely to increase,definitely increase,very likely to increase,remain the same,stay the same,676ebaad6048bcbcceae908b
137,67c80526d63b9b1b18c542b5,66b220442f80b6505290cbb2,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:54.052000Z,2025-03-05T08:09:25.338000Z,,2025-03-05T08:09:26.308053Z,392.0,NOCODE,131,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,27,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:02:59,2025-03-05 03:09:06,IP Address,41.144.98.148,100,367,True,2025-03-05 03:09:07,R_25lQvqxqUXFBk9b,,,,,-29.8427,31.0141,anonymous,ZH-T,66b220442f80b6505290cbb2,strongly believe,undergraduate (college/University),Daily or more,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,66b220442f80b6505290cbb2
138,67c80527bc95ee0b69d711a9,6234905bd877b34677aaa521,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:47.073000Z,2025-03-05T08:06:53.951000Z,,2025-03-05T08:06:54.599650Z,247.0,NOCODE,2885,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,53,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,2025-03-05 03:02:51,2025-03-05 03:06:37,IP Address,92.17.222.235,100,226,True,2025-03-05 03:06:38,R_7nuiiS5IdRiaJuF,,,,,51.8668,-0.4681,anonymous,ZH-T,6234905bd877b34677aaa521,strongly believe,undergraduate (college/University),Once a week,Yes,may decrease,definitely increase,remain the same,very likely to increase,very likely to decrease,may increase,very likely to increase,may increase,may increase,very likely to increase,remain the same,remain the same,remain the same,remain the same,may decrease,very likely to increase,6234905bd877b34677aaa521
139,67c80527bc95ee0b69d711ac,66a4f41f0a2e0870ee52c6bf,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:12.897000Z,2025-03-05T08:11:19.384000Z,,2025-03-05T08:11:20.068894Z,427.0,NOCODE,201,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, Chinese, English, French, German, Spanish",Yes. Both public and private,31,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:04:17,2025-03-05 03:10:55,IP Address,105.245.122.218,100,397,True,2025-03-05 03:10:55,R_2H0N7M1NV0G7SEs,,,,,-25.757,28.1443,anonymous,ZH-T,66a4f41f0a2e0870ee52c6bf,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,very likely to increase,remain the same,may increase,remain the same,very likely to increase,definitely increase,definitely increase,very likely to increase,definitely increase,remain the same,definitely increase,very likely to increase,definitely increase,remain the same,definitely increase,66a4f41f0a2e0870ee52c6bf
140,67c80528972f35e4dab52d85,5e140712617219a4466291ba,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:55.965000Z,2025-03-05T08:10:27.959000Z,,2025-03-05T08:10:28.612775Z,452.0,NOCODE,782,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Greek, English",Yes. Both public and private,54,Female,White,Greece,Greece,Greece,Greek,No,Full-Time,2025-03-05 03:02:58,2025-03-05 03:10:13,IP Address,85.72.157.184,100,435,True,2025-03-05 03:10:14,R_2N9ChUl24ILgpVd,,,,,38.2475,21.7311,anonymous,ZH-T,5e140712617219a4466291ba,somewhat believe,graduate school (postgraduate),Once a month,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,stay the same,5e140712617219a4466291ba
141,67c80528fb7c0455661ba989,66434a43ed0a33c83771ab99,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:39.407000Z,2025-03-05T08:10:04.034000Z,,2025-03-05T08:10:04.645734Z,385.0,NOCODE,157,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,24,Female,Black,South Africa,South Africa,South Africa,English,Yes,Other,2025-03-05 03:05:00,2025-03-05 03:09:36,IP Address,197.90.57.127,100,276,True,2025-03-05 03:09:36,R_2rFXKKCTvn4ltQ2,,,,,-26.2309,28.0583,anonymous,ZH-T,66434a43ed0a33c83771ab99,strongly believe,high school,Once a few months,Yes,very likely to increase,definitely increase,remain the same,remain the same,remain the same,remain the same,may increase,may increase,definitely increase,may increase,definitely increase,very likely to increase,definitely increase,definitely increase,remain the same,may increase,66434a43ed0a33c83771ab99
142,67c80529c99a04f172f9e8da,6718b35673270efddba8cc10,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:10.628000Z,2025-03-05T08:15:47.182000Z,,2025-03-05T08:15:47.758622Z,757.0,NOCODE,62,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English, Turkish, German",Yes. Both public and private,27,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:04:29,2025-03-05 03:15:28,IP Address,41.150.36.178,100,659,True,2025-03-05 03:15:29,R_20KUlUW0KVztoqZ,,,,,-26.2309,28.0583,anonymous,ZH-T,6718b35673270efddba8cc10,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,6718b35673270efddba8cc10
143,67c80529fa520c51a60fbdca,673a5627fc7b7863f7d57f0b,AWAITING REVIEW,Not Applicable,2025-03-05T08:08:22.667000Z,2025-03-05T08:17:32.532000Z,,2025-03-05T08:17:33.200309Z,550.0,NOCODE,279,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,23,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,2025-03-05 03:08:25,2025-03-05 03:16:42,IP Address,46.151.225.54,100,496,True,2025-03-05 03:16:43,R_22mADwmLetuZowp,,,,,51.5081,-0.1278,anonymous,ZH-T,673a5627fc7b7863f7d57f0b,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,673a5627fc7b7863f7d57f0b
144,67c8052a39644a10bf20bef1,61695de0da820cd0b0e7106e,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:18.875000Z,2025-03-05T08:09:06.130000Z,,2025-03-05T08:09:07.051386Z,348.0,NOCODE,358,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,31,Female,Black,Zambia,South Africa,Zambia,English,No,Unemployed (and job seeking),2025-03-05 03:03:29,2025-03-05 03:08:39,IP Address,41.150.227.204,100,309,True,2025-03-05 03:08:39,R_2RlKzqouy766dzJ,,,,,-26.2309,28.0583,anonymous,ZH-T,61695de0da820cd0b0e7106e,strongly believe,high school,Once a week,Yes,remain the same,remain the same,remain the same,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,remain the same,definitely increase,61695de0da820cd0b0e7106e
145,67c8052b3878437ac9c8883d,672383a4299ffd0c4d4cf4ec,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:07.691000Z,2025-03-05T08:08:23.287000Z,,2025-03-05T08:08:23.985871Z,316.0,NOCODE,38,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Chinese, Danish, Dutch, English, French",Yes. Both public and private,29,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking),2025-03-05 03:03:13,2025-03-05 03:07:49,IP Address,105.245.106.146,100,275,True,2025-03-05 03:07:49,R_2upLWM6OZisWjyp,,,,,-25.757,28.1443,anonymous,ZH-T,672383a4299ffd0c4d4cf4ec,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,672383a4299ffd0c4d4cf4ec
146,67c8052b681782d059dabe5a,608d125d5dd0fc28308f1241,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:11.659000Z,2025-03-05T08:10:56.240000Z,,2025-03-05T08:10:56.871845Z,465.0,NOCODE,133,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,28,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:03:18,2025-03-05 03:10:09,IP Address,102.38.126.108,100,411,True,2025-03-05 03:10:12,R_2g5Vbt4hfkuVgd2,,,,,-26.1,28.25,anonymous,ZH-T,608d125d5dd0fc28308f1241,strongly believe,graduate school (postgraduate),Once a week,Yes,definitely increase,may increase,definitely increase,definitely increase,may increase,very likely to increase,very likely to increase,remain the same,very likely to increase,may increase,very likely to increase,definitely increase,definitely increase,very likely to increase,may increase,very likely to increase,608d125d5dd0fc28308f1241
147,67c8052c9083e3f81ba8a8b0,64feeabd355b506d0512d862,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:52.544000Z,2025-03-05T08:08:49.614000Z,,2025-03-05T08:08:50.323795Z,358.0,NOCODE,366,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,41,Male,Black,Nigeria,Poland,Nigeria,English,Yes,Full-Time,2025-03-05 03:02:54,2025-03-05 03:08:19,IP Address,212.87.13.101,100,325,True,2025-03-05 03:08:20,R_238sfGj40hgWfLe,,,,,52.1725,21.016,anonymous,ZH-T,64feeabd355b506d0512d862,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,remain the same,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,remain the same,remain the same,remain the same,remain the same,remain the same,very likely to increase,64feeabd355b506d0512d862
148,67c8052ca0b5f1af20a39a2e,6714faa44c223583a1cb7a20,AWAITING REVIEW,Not Applicable,2025-03-05T08:05:23.786000Z,2025-03-05T08:17:31.039000Z,,2025-03-05T08:17:32.578894Z,728.0,NOCODE,60,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,23,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:05:36,2025-03-05 03:17:14,IP Address,41.122.65.12,100,698,True,2025-03-05 03:17:14,R_8ndcPPvjI76LHXB,,,,,-29.1252,26.163,anonymous,ZH-T,6714faa44c223583a1cb7a20,strongly believe,undergraduate (college/University),Daily or more,Yes,very likely to increase,definitely increase,remain the same,may increase,may increase,may increase,definitely increase,may increase,remain the same,may increase,may increase,may increase,very likely to increase,definitely increase,may increase,very likely to increase,6714faa44c223583a1cb7a20
149,67c8052d4489b130aefab928,650433154f8a5c79177fae99,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:53.188000Z,2025-03-05T08:08:39.232000Z,,2025-03-05T08:08:39.874319Z,347.0,NOCODE,199,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English, Other",Yes. Both public and private,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Due to start a new job within the next month,2025-03-05 03:02:56,2025-03-05 03:08:11,IP Address,197.184.99.10,100,315,True,2025-03-05 03:08:12,R_2owpSoQ5vl6yyVQ,,,,,-26.2309,28.0583,anonymous,ZH-T,650433154f8a5c79177fae99,strongly believe,high school,Daily or more,Yes,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,very likely to increase,definitely increase,very likely to increase,definitely increase,remain the same,definitely increase,650433154f8a5c79177fae99
150,67c8052da0b5f1af20a39a32,650bc1957a3b13ceed5254bd,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:24.006000Z,2025-03-05T08:09:06.410000Z,,2025-03-05T08:09:07.300266Z,343.0,NOCODE,195,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Other",Yes. Both public and private,19,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,2025-03-05 03:03:27,2025-03-05 03:08:43,IP Address,146.230.0.1,100,316,True,2025-03-05 03:08:44,R_2dFmWKZsgsd9YFw,,,,,-29.8553,31.0428,anonymous,ZH-T,650bc1957a3b13ceed5254bd,strongly believe,undergraduate (college/University),Once a week,Yes,remain the same,very likely to increase,remain the same,remain the same,remain the same,remain the same,may increase,remain the same,remain the same,remain the same,very likely to increase,definitely increase,remain the same,remain the same,very likely to decrease,stay the same,650bc1957a3b13ceed5254bd
151,67c8052e105d6856e6c08cf8,676e88f311efcd548a61af45,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:02.974000Z,2025-03-05T08:08:28.172000Z,,2025-03-05T08:08:29.015409Z,326.0,NOCODE,42,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,42,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time,2025-03-05 03:03:05,2025-03-05 03:07:36,IP Address,188.31.71.227,100,271,True,2025-03-05 03:07:36,R_2rvflMNjXvbHgFo,,,,,52.5876,-1.9828,anonymous,ZH-T,676e88f311efcd548a61af45,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,remain the same,remain the same,may increase,remain the same,definitely increase,676e88f311efcd548a61af45
